"ROK","ICP","TYP","FUEL_NAME"
2022,211200952,"SPAL","bioplyn"
2022,211201182,"SPAL","zemní plyn"
2022,211201182,"SPAL","bioplyn"
2022,211201282,"SPAL","nafta"
2022,211201282,"SPAL","zemní plyn"
2022,211201402,"SPAL","zemní plyn"
2022,211201622,"SPAL","hnědé uhlí tříděné"
2022,211201692,"SPAL","zemní plyn"
2022,211201922,"SPAL","topné oleje nízkosirné (obsah síry více než 0,1% a max. do 1 % vč.)"
2022,211202342,"SPAL","nafta"
2022,211270042,"SPAL","zemní plyn"
2022,211270052,"SPAL","topné oleje nízkosirné (obsah síry více než 0,1% a max. do 1 % vč.)"
2022,211270062,"SPAL","zemní plyn"
2022,211270132,"SPAL","bylinná biomasa (sláma, apod.)"
2022,211270132,"SPAL","dřevní biomasa"
2022,211270142,"SPAL","zemní plyn"
2022,211270192,"SPAL","plynové oleje pro topení (obsah síry max. do 0,1 % vč.)"
2022,211270192,"SPAL","bioplyn"
2022,211270192,"SPAL","nafta"
2022,211270262,"SPAL","zemní plyn"
2022,211270312,"SPAL","zemní plyn"
2022,211270462,"SPAL","zemní plyn"
2022,211270502,"SPAL","hnědé uhlí tříděné"
2022,211270522,"SPAL","zemní plyn"
2022,211270552,"SPAL","bioplyn"
2022,211300022,"SPAL","zemní plyn"
2022,211300062,"SPAL","zemní plyn"
2022,211300072,"SPAL","zemní plyn"
2022,211300322,"SPAL","zemní plyn"
2022,211300362,"SPAL","zemní plyn"
2022,211300472,"SPAL","zemní plyn"
2022,211300492,"SPAL","zemní plyn"
2022,211300562,"SPAL","zemní plyn"
2022,211300602,"SPAL","zemní plyn"
2022,211300642,"SPAL","zemní plyn"
2022,211300692,"SPAL","zemní plyn"
2022,211300892,"SPAL","zemní plyn"
2022,211370152,"SPAL","zemní plyn"
2022,211400012,"SPAL","plynové oleje pro topení (obsah síry max. do 0,1 % vč.)"
2022,211400042,"SPAL","nafta"
2022,211400042,"SPAL","zemní plyn"
2022,211400092,"SPAL","zemní plyn"
2022,211400092,"SPAL","topné oleje nízkosirné (obsah síry více než 0,1% a max. do 1 % vč.)"
2022,211400112,"SPAL","zemní plyn"
2022,211400132,"SPAL","dřevní biomasa"
2022,211400282,"SPAL","zemní plyn"
2022,211400402,"SPAL","zemní plyn"
2022,211400422,"SPAL","propan, butan a jejich směsi"
2022,211400752,"SPAL","zemní plyn"
2022,211402102,"SPAL","propan, butan a jejich směsi"
2022,211402452,"SPAL","nafta"
2022,211402492,"SPAL","zemní plyn"
2022,211402552,"SPAL","nafta"
2022,211470112,"SPAL","topné oleje nízkosirné (obsah síry více než 0,1% a max. do 1 % vč.)"
2022,211500302,"SPAL","nafta"
2022,211500382,"SPAL","zemní plyn"
2022,211500392,"SPAL","zemní plyn"
2022,211500412,"SPAL","zemní plyn"
2022,211500562,"SPAL","plynové oleje pro topení (obsah síry max. do 0,1 % vč.)"
2022,211500772,"SPAL","zemní plyn"
2022,211501172,"SPAL","nafta"
2022,211501302,"SPAL","bioplyn"
2022,211501312,"SPAL","zemní plyn"
2022,211501312,"SPAL","bioplyn"
2022,211501572,"SPAL","zemní plyn"
2022,211501672,"SPAL","zemní plyn"
2022,211501692,"SPAL","zemní plyn"
2022,211501712,"SPAL","zemní plyn"
2022,211501892,"SPAL","nafta"
2022,211501892,"SPAL","zemní plyn"
2022,211502292,"SPAL","zemní plyn"
2022,211502302,"SPAL","nafta"
2022,211502402,"SPAL","zemní plyn"
2022,211502522,"SPAL","zemní plyn"
2022,211502632,"SPAL","zemní plyn"
2022,211502642,"SPAL","zemní plyn"
2022,211502642,"SPAL","nafta"
2022,211511602,"SPAL","zemní plyn"
